track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hotttnesss,year
TRTALIX128F4280BCF,The Panama Limited,SOXHTPW12A8C13C7B7,The Panama Limited,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,192.26077,0.572470887784,0.424487598725,1931
TRCSKCC128F9339A02,When Can I Change My Clothes,SOGPRGP12AB0180DEE,Blues With Bukka,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,166.24281,0.572470887784,0.424487598725,1940
TRZMNLS128F4280BB9,Black Train Blues,SORVQAR12A8C13C778,The Panama Limited,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,180.29669,0.572470887784,0.424487598725,1940
TRPKARH128F92EFED0,You Are My Sunshine,SOKDKEO12A8C143E71,Beatles Beginnings - Quarrymen One: Skiffle - Country - Western,ARP5P651187FB5397F,06ed4e1e-4416-4a7c-b14b-bc68dfd252aa,Jimmy Davis,168.75057,0.407904961115,0.298600679929,1940
TRMUXKM128F930DDC0,Don't Be That Way,SOXDOVJ12AB017CD58,That Big Band Sound Vol 4,ARI6ZWC1187FB3D29E,2a5ad80d-59a7-401c-842b-60567e6a06c2,Chick Webb & His Orchestra,157.49179,0.434908842645,0.28513330799,1934
TRMXUVK128F930CE32,Cypress Grove Blues,SODFVZL12A8C131101,Hard Time Killin' Floor,ARL99WU1187B98FB1F,f205743d-4441-471d-a3af-66f584738e29,Skip James,191.08526,0.623698243161,0.421795209615,1931
TRYKNRH128F429F561,She's Got What It Takes,SOVEMEO12A8C13F5A1,Roosevelt Sykes Vol. 6 (1939-1941),ARFUFNK1187B9BA219,99ab25d6-7c8e-4f0a-b168-44e0db6860c1,Roosevelt Sykes,174.21016,0.501247791744,0.356898014201,1940
TRHFVWA128F427E158,I'm So Glad,SOHQGQG12A8C1389DB,Skip James 1931,ARL99WU1187B98FB1F,f205743d-4441-471d-a3af-66f584738e29,Skip James,170.47465,0.623698243161,0.421795209615,1931
TRFUAEA12903C96CA7,Parchman Farm Blues,SOXCKJH12A8C13C79A,The Panama Limited,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,162.06322,0.572470887784,0.424487598725,1940
TRLLKZU128F92F31EA,Just A Dream,SOFXDHR12A58A777BB,Volume 1: The Pre-War Years,ARWP0MB1187B98F82B,05bc49f8-3108-44c8-82b9-ac3254896a69,Big Bill Broonzy,155.74159,0.627717985983,0.434121463469,1939
TRDFRYN12903CF6E57,Jeepers Creepers,SOEIWSD12CF5F8816E,Musicworld - Classic Songs 6,ARB1DDF1187FB4FCFB,eea8a864-fcda-4602-9569-38ab446decd6,Louis Armstrong,159.60771,0.811964403606,0.622657793036,1939
TROTQNF128F93399FD,Strange Place Blues,SOJXRGY12AB0186B09,Blues With Bukka,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,159.00689,0.572470887784,0.424487598725,1940
TRRUFQA128F934A70C,Long Tall Mama,SOBUABN12AB01819AF,Goin' Mad Blues Vol. 10,ARWP0MB1187B98F82B,05bc49f8-3108-44c8-82b9-ac3254896a69,Big Bill Broonzy,168.54159,0.627717985983,0.434121463469,1934
TROHBNM128F42BBA0A,It Don't Mean A Thing (If It Ain't Got That Swing),SOYCKSN12A8C141CA0,Greatest Hits,AREEKBZ1187B994CAE,c01557ad-d41e-4316-a285-605769e2ab3b,Duke Ellington & His Orchestra,188.60363,0.364605620996,0.410773859696,1932
TRCISAE128F9319020,Little Leg Woman,SOKNJOY12AB017FD8B,Blues Masterpieces Vol.3,ARFNKDR1187B9B19CF,bf295ac0-21e8-4e11-89e9-22b10fd8973a,Big Joe Williams,187.76771,0.553720195485,0.40078584337,1935
TRKUQPR128F427F944,Champagne Charlie Is My Name,SOFAHTP12A8C137C96,Blind Blake Vol. 4 (1929 - 1932),AR97EHA1187B98AD5F,2cd81b51-9120-4058-b4c9-e4c728d763be,Blind Blake,197.38077,0.521672995281,0.351345077093,1932
TRDRAVA12903C94054,Ballin' the Jack,SOBBMYA12AB018936B,Harlem Jazz (Jelly Roll Morton Volume 9 1930-39),ARTE7RZ1187B9A7647,e9d7754b-a181-4ace-9098-0df3fcfe7a2d,Jelly Roll Morton's New Orleans Jazzmen,129.51465,0.281256065063,0.289067958162,1939
TRCOJBT128F9306EC6,Summertime,SOYIPRJ12D021B3CBD,The Incomparable Volume 1,ARJGQDS1187B99DDEA,d59c4cda-11d9-48db-8bfe-b557ee602aed,Billie Holiday,167.23546,0.795691914662,0.580435109953,1936
TRDHBNJ12903CEEF2F,Down South Blues,SOKGWIT12A58A785CC,Hard Times Come Again No More: Early American Rural Songs Of Hard Times And Hardships Vol. 2,ARE2QID1187B98FA19,3bef5827-7f0e-4011-8f3c-50cf29bb187e,Sleepy John Estes,190.45832,0.519000072373,0.353035740145,1935
TRREDYL12903CC6C80,High Fever Blues,SOMAKXI12A8C143BBC,Fixin' to Die,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,170.10893,0.572470887784,0.430055177352,1940
TRXFPMX128F422A934,34 Blues,SOCPHYD12A81C23466,Charley Patton Vol. 3 (1929 - 1934),ARTDUXM1187B9899ED,c71b4f57-29da-4bf2-bccb-9dc81cd2d905,Charley Patton,177.24036,0.574300068277,0.375593582585,1934
TRTXLMA128F9305D9F,This Train,SOCVOWQ12A8C14318B,The Very Best of Sister Rosetta Tharpe,AR6TD9K1187B9A207D,f5625c87-5a62-4b3b-a375-fe08a71acddc,Sister Rosetta Tharpe,163.21261,0.553104832921,0.360350447854,1939
TRBGPAX12903CEC037,Down South Blues,SOFKQMW12A8C1326B5,I Ain't Gonna Be Worried No More 1929-1941,ARE2QID1187B98FA19,3bef5827-7f0e-4011-8f3c-50cf29bb187e,Sleepy John Estes,188.26404,0.519000072373,0.353035740145,1935
TRXZHEC128F4280BB2,Bukka's Jitterbug Swing,SOJBWKC12A8C13BAA0,The Panama Limited,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,162.58567,0.572470887784,0.424487598725,1940
TRTAOGZ128F42806CB,Nobody's Sweetheart Now,SOFMEII12A8C139363,Tampa Red Vol. 5 (1931 - 1934),AR576O51187B990C30,1b62df85-00d2-464f-81bc-a5c0cdcad278,Tampa Red,198.60853,0.507796884928,0.354602925877,1940
TRKVVQS12903CB7089,Body And Soul,SOQINEZ12AB018929A,The Swing Era; Curtain Call Volume 2,ARYGKAY1187FB4A56B,5c8cb181-38fe-4300-8153-650b2ed0258f,Coleman Hawkins,183.48363,0.701508673657,0.423777985529,1939
TRTFRJQ128F4224481,Hard Headed Woman,SOHMNDN12A6D4FCC6C,All The Classic Sides 1928 - 1937 CD C,ARWP0MB1187B98F82B,05bc49f8-3108-44c8-82b9-ac3254896a69,Big Bill Broonzy,205.11302,0.627717985983,0.434121463469,1934
TRJVUGM128F9336A17,Take Me For A Buggy Ride,SOFUPBS12AB0187C87,The Classic Collection Vol 2,ARYYCVC1187B9A8510,ffa28768-ecda-42c6-ac49-6ce5c7d33043,Bessie Smith,147.01669,0.637521050415,0.404798068262,1933
TRLOGRC128F427E0D2,Jeepers Creepers,SOLKWJA12A8C13F999,An American Original,ARB1DDF1187FB4FCFB,eea8a864-fcda-4602-9569-38ab446decd6,Louis Armstrong,159.97342,0.737828892356,0.622657793036,1939
TRFGCFY128F429F565,Pistol Shootin' Blues,SODDIJY12A58A7DD5E,Roosevelt Sykes Vol. 6 (1939-1941),ARFUFNK1187B9BA219,99ab25d6-7c8e-4f0a-b168-44e0db6860c1,Roosevelt Sykes,194.97751,0.501238089512,0.356898014201,1940
TRFEAGF12903CD4288,Mean Mistreater Mama,SOBDLSO12AB018C3C9,The Classic Bluesmen,ARXAQ561187FB563E0,a988fdd4-0499-477c-8ddc-355514e47d32,Leroy Carr,176.56118,0.481114491622,0.363211789824,1934
TREAVFK128F9359997,Stockyard Fire,SOEUCFX12AB0183A9E,Sugar Mama Blues,AR576O51187B990C30,1b62df85-00d2-464f-81bc-a5c0cdcad278,Tampa Red,192.46975,0.507796884928,0.354602925877,1935
TRVVRIP128F421E94B,I Won't Be In Hard Luck No More,SOPTRQD12A6D4FA8B4,Big Joe Williams And The Stars Of Mississippi Blues,ARFNKDR1187B9B19CF,bf295ac0-21e8-4e11-89e9-22b10fd8973a,Big Joe Williams,202.73587,0.553720195485,0.40078584337,1937
TRKYOZL128F9321039,Drop Down Mama,SOEIMRG12AB0183F34,1935-1938,ARE2QID1187B98FA19,3bef5827-7f0e-4011-8f3c-50cf29bb187e,Sleepy John Estes,190.58893,0.519000072373,0.353035740145,1935
TRILFJR128E078A3CB,Parchman Farm Blues,SOCTLRX12A58A7BDE9,The Sonet Blues Story,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,15.09832,0.572470887784,0.424487598725,1940
TRIHYZK128F931FAFA,Parfum,SOLGZCC12AB017F0ED,Django Reinhardt From A To Z Vol.5,ARCA4IN1187B9B338B,650bf385-6f6d-4992-a3b9-779d144920a4,Django Reinhardt,183.37914,0.761139205974,0.462293292156,1937
TROUEKQ128F93561B2,Swing Out Rhythm,SOGLXVI12AB0188C7B,Kings Of Jazz Guitar,ARDNQ0R1187B9BA1EF,dbfd61ef-fce1-4803-9f18-7bfdd3996508,Lonnie Johnson,157.59628,0.558926254341,0.404827116559,1938
TRFAOSA128F422A92E,Bird Nest Bound,SOIAQNT12A58A7C1D7,Charley Patton Vol. 3 (1929 - 1934),ARTDUXM1187B9899ED,c71b4f57-29da-4bf2-bccb-9dc81cd2d905,Charley Patton,189.20444,0.574298935742,0.375593582585,1931
TRLUUNY128F92FE463,You Are My Sunshine,SOQZSYM12AB0180768,The Soundtrack To Your Life  1940,ARP5P651187FB5397F,06ed4e1e-4416-4a7c-b14b-bc68dfd252aa,Jimmie Davis,167.05261,0.407904961115,0.298600679929,1940
TRAHYFB128F4280BB8,Fixin' To Die Blues,SOCMHUW12A58A7A5A1,The Panama Limited,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,172.30322,0.572470887784,0.424487598725,1940
TRYOQOC12903C9628A,Nice Work If You Can Get It,SOALFHJ12AB018A1DA,I Got Rhythm Vol 4,AR40VWF1187FB3AD7F,3ae3fa20-d295-467c-b59f-969376a28470,Fred Astaire,162.32444,0.645851564187,0.470734770786,1937
TRYFNGW128F422AAA1,Working On The Project,SOEFZJW12A81C2175D,Peetie Wheatstraw Vol. 5 1937-1938,AR3JGV01187B9AC0DC,4b522d01-7efd-478b-9910-1f9d7de40f72,Peetie Wheatstraw,184.89424,0.431398798187,0.392925315216,1937
TRMYJUQ128E078A3CE,Shake 'Em On Down,SOTAWCR12A67020A6B,The Sonet Blues Story,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,210.25914,0.572470887784,0.424487598725,1937
TRWRIBT128F93454CD,Special Rider Blues,SOKJDJB12AB0183BF7,Cypress Grove Blues,ARL99WU1187B98FB1F,f205743d-4441-471d-a3af-66f584738e29,Skip James,188.05506,0.623698243161,0.421795209615,1931
TRBTWLV128F92D85DD,Pennies From Heaven,SOSEAPR12D02199F6C,Is You Is Or Is You Ain't (Ma' Baby),ARRL2QH1187B9AC814,2437980f-513a-44fc-80f1-b90d9d7fcf8f,Bing Crosby,186.77506,0.76377829001,0.653555639279,1936
TRLVFJZ128F932C7EA,Strange Place Blues,SOPDYKJ12AB01888CC,Blues - La Grande Anthologie 1925 - 1962,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,171.88526,0.572470887784,0.424487598725,1940
TRCIWDB12903CE930F,I'll Chase The Blues Away,SOZVKYU12A58A7CF01,All my life,ARI6ZWC1187FB3D29E,2a5ad80d-59a7-401c-842b-60567e6a06c2,Chick Webb And His Orchestra,149.41995,0.434908842645,0.28513330799,1935
TRKOTKO128F42806C7,You Don't Want Me Blues,SOAGQRB12A8C139356,Tampa Red Vol. 5 (1931 - 1934),AR576O51187B990C30,1b62df85-00d2-464f-81bc-a5c0cdcad278,Tampa Red,174.73261,0.507796884928,0.354602925877,1934
TREPUMH128E078A3C8,Aberdeen Mississippi Blues,SOVHGBN12A67020A69,The Sonet Blues Story,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,250.3571,0.572470887784,0.424487598725,1940
TRVAYYV128F930DFA9,Blue Minor,SOOTKBO12AB018147F,That Big Band Sound Vol 3,ARI6ZWC1187FB3D29E,2a5ad80d-59a7-401c-842b-60567e6a06c2,Chick Webb & His Orchestra,185.44281,0.434908842645,0.28513330799,1934
TRWYRVL12903D0EBC3,Moonglow,SOVDMAR12AC46884B4,Love Is the Thing!,ARJD3JF1187FB3E996,ab55e9c9-d475-4fa5-a903-06ff270b1e75,Ethel Waters,203.31057,0.532536857351,0.349916634748,1934
TRTDSZA128F422AA2F,Blues For My Baby,SOGJBOP12A81C22857,Tampa Red Vol. 10 1938-1939,AR576O51187B990C30,1b62df85-00d2-464f-81bc-a5c0cdcad278,Tampa Red,200.202,0.507796884928,0.354602925877,1939
TRWHLDH128F4284B31,I'm Gettin' Sentimental Over You,SOEBQTH12A8C1381CD,Battle of the Bands: Glenn Miller vs. Tommy Dorsey,ARBDMDM1187FB58CB8,,Tommy Dorsey & His Orchestra,217.52118,0.515840424593,0.349256462735,1936
TRUHUSW128F427E348,Babe You Got To Do Better,SOUSSQD12A8C137FC5,Blind Boy Fuller Vol. 1 1935 - 1936,ARUNYOW1187FB43F2A,d9109c45-ddf6-4481-89ee-d6bee8306db3,Blind Boy Fuller,191.73832,0.541231189007,0.360170271249,1936
TRLXLCI128F93399F7,Parchman Farm Blues,SOHEMGD12AB0186AEE,Blues With Bukka,ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,146.38975,0.572470887784,0.424487598725,1940
TRPCHAB12903D12073,Seminole Blues,SOGYZYH12AC4689B23,So Far So Good,AR576O51187B990C30,1b62df85-00d2-464f-81bc-a5c0cdcad278,Tampa Red,183.01342,0.507796884928,0.354602925877,1938
TRPBIOV128F422FBD8,Easin' Back To Tennessee,SOMZEOH12A81C20FB7,Legendary Country Blues Artists - CD B,ARE2QID1187B98FA19,3bef5827-7f0e-4011-8f3c-50cf29bb187e,Sleepy John Estes,163.00363,0.519000072373,0.353035740145,1938
TRVBAHP128F930B83B,Third Street's Going Down,SOCQVPR12AB01841DC,Crazy With The Blues,AR3JGV01187B9AC0DC,4b522d01-7efd-478b-9910-1f9d7de40f72,Peetie Wheatstraw,184.16281,0.431398798187,0.392925315216,1937
TRYQDPT128F92FD4DB,Night Time is the Right Time,SOBRIFF12A6D4F82AB,The History of Rhythm and Blues 1925 - 1942,ARFUFNK1187B9BA219,99ab25d6-7c8e-4f0a-b168-44e0db6860c1,Roosevelt Sykes,165.51138,0.501238898117,0.356898014201,1937
TRQKJKH12903CDDC68,Brother James,SOIDALD12AB0188320,Blues Masters Volume 6 (Big Joe Williams),ARFNKDR1187B9B19CF,bf295ac0-21e8-4e11-89e9-22b10fd8973a,Big Joe Williams,178.18077,0.59068209635,0.40078584337,1937
TRZJGKX128F422FBDD,Clean Up At Home,SOGFEIK12A81C21FBA,Legendary Country Blues Artists - CD B,ARE2QID1187B98FA19,3bef5827-7f0e-4011-8f3c-50cf29bb187e,Sleepy John Estes,156.76036,0.519000072373,0.353035740145,1938
TRCRVQC128F4272F52,When I Take My Sugar To Tea,SORGEZM12A8C13DC1E,Bowsell Sisters,ARJZKZB1187B98E11A,41e2d679-43a3-4b9b-8469-ce748ad7b1ca,Boswell Sisters,189.98812,0.537566298421,0.361023217104,1931
TRRAZUA128F933E5B9,Solitude,SOCUVVK12AB0184AB5,Solitude,AREEKBZ1187B994CAE,c01557ad-d41e-4316-a285-605769e2ab3b,Duke Ellington & His Orchestra,206.78485,0.275326967444,0.410773859696,1934
TRDGPOC128F427ED2B,Special Stream Line,SOLXIFU12AF72A38D6,"The Vintage Recordings 1930 - 1940 ""Aberdeeen Mississippi Blues",ARNEL2O1187FB4421A,882af819-887e-4691-a4af-b14613058942,Bukka White,182.36035999999999,0.572470887784,0.430055177352,1940
TRPDHCE128F42806B4,Turpentine Blues,SOBJKIU12A8C1385F8,Tampa Red Vol. 5 (1931 - 1934),AR576O51187B990C30,1b62df85-00d2-464f-81bc-a5c0cdcad278,Tampa Red,169.97832,0.507796884928,0.354602925877,1932
TRKIDHY128F4231FCF,Pennies From Heaven,SOHBKZO127D9768931,Film Favourites,ARRL2QH1187B9AC814,2437980f-513a-44fc-80f1-b90d9d7fcf8f,Bing Crosby,191.60771,0.76377829001,0.653555639279,1936
TRDOAKS128F4289340,Sugar Mama Blues,SOBXPFG12A8C139941,Bluebird Blues - When The Sun Goes Down Series,AR3MHG01187FB3CEE1,8ebad434-3593-49bc-b60c-bd66e8efbbbb,John Lee Williamson,176.95302,0.647986698476,0.379171985477,1937
TROZOWG128F427FBDF,Old Original Kokomo Blues,SOCBDRH12A8C13ACFF,Kokomo Arnold Vol. 1 (1930 - 1935),ARR6H6G1187B9A83F1,74a64e96-43d4-474d-8cac-e4670871bfa0,Kokomo Arnold,196.15302,0.420922761232,0.342927042669,1934
TRYVYBC128F422AA8B,Country Fool Blues,SOFAATI12A81C2159D,Peetie Wheatstraw Vol. 4 1936-1937,AR3JGV01187B9AC0DC,4b522d01-7efd-478b-9910-1f9d7de40f72,Peetie Wheatstraw,194.24608,0.431398798187,0.392925315216,1936
TRGJHUQ128F92FEF7E,Stormy Weather,SOBNOMR12AB017DDD6,Ethel Waters 1929 -1939,ARJD3JF1187FB3E996,ab55e9c9-d475-4fa5-a903-06ff270b1e75,Ethel Waters,189.85751,0.532536857351,0.349916634748,1933
TRJQIUX128F14A4647,Strange Fruit,SOTDNJH12D021B3C8C,Verve Unmixed,ARJGQDS1187B99DDEA,d59c4cda-11d9-48db-8bfe-b557ee602aed,Billie Holiday,185.33832,0.795691914662,0.580435109953,1939
TRJZJWG128F426E8B3,Bird Nest Bound,SOCLBTR12A58A7BB97,Complete Recordings_ CD D,ARTDUXM1187B9899ED,c71b4f57-29da-4bf2-bccb-9dc81cd2d905,Charley Patton,193.69751,0.574298935742,0.375593582585,1931
TRYPLGJ12903CF76B4,Prelude To A Kiss,SOBBGMC12A58A7800B,Black Beauty,AREEKBZ1187B994CAE,c01557ad-d41e-4316-a285-605769e2ab3b,Duke Ellington & His Orchestra,179.09506,0.0475808556909,0.410773859696,1938
TREPCVZ128F931C383,Beer Drinking Woman,SOCWXWM12AB0184451,Raining The Blues,ARFQFJD1187B9B0554,e4cfb284-9ab1-47f0-a725-082f84275a16,Memphis Slim,207.38567,0.565474372006,0.394462785604,1940
TRILDLF128F9321057,Liquor Store Blues,SODUWCQ12AB018007B,1935-1938,ARE2QID1187B98FA19,3bef5827-7f0e-4011-8f3c-50cf29bb187e,Sleepy John Estes,148.32281,0.519000072373,0.353035740145,1938
TRAZUWJ128F428A99A,Night Time Is The Right Time,SOXRGEH12A8C13F29B,The Return Of Roosevelt Sykes,ARFUFNK1187B9BA219,99ab25d6-7c8e-4f0a-b168-44e0db6860c1,Roosevelt Sykes,156.3424,0.501247791744,0.356898014201,1937
TRYGLKZ128F427FBDB,Milk Cow Blues,SOBJTIF12A8C13ACF1,Kokomo Arnold Vol. 1 (1930 - 1935),ARR6H6G1187B9A83F1,74a64e96-43d4-474d-8cac-e4670871bfa0,Kokomo Arnold,193.27955,0.420922761232,0.342927042669,1934
